"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"20-May-2003","      964.65","      974.05","      959.80","      971.55","       60797431","         1575.18"
"21-May-2003","      972.05","      980.75","      965.55","      968.00","       57374488","         1558.52"
"22-May-2003","      967.95","      972.40","      960.05","      963.25","       55564023","         1407.05"
"23-May-2003","      963.50","      972.90","      962.40","      967.90","       64215772","         1724.60"
"26-May-2003","      967.85","      983.90","      967.10","      982.45","       54019157","         1316.20"
"27-May-2003","      982.35","      990.00","      974.25","      976.85","       58429965","         1459.21"
"28-May-2003","      977.65","      992.25","      977.55","      990.80","       64763004","         1578.84"
"29-May-2003","      990.80","     1004.85","      989.50","     1002.60","       91560152","         2085.89"
"30-May-2003","     1000.05","     1013.85","      994.65","     1006.80","       73782145","         1679.90"
"02-Jun-2003","     1006.85","     1020.50","     1004.70","     1015.15","       67864677","         1522.36"
"03-Jun-2003","     1015.90","     1016.90","     1007.65","     1010.65","       56893849","         1382.46"
"04-Jun-2003","     1010.70","     1022.75","     1010.10","     1021.05","       63191749","         1471.78"
"05-Jun-2003","     1021.10","     1038.30","     1021.10","     1035.05","       89524111","         2076.14"
"06-Jun-2003","     1036.20","     1048.85","     1035.95","     1046.40","       74620221","         1827.05"
"09-Jun-2003","     1046.00","     1057.05","     1039.85","     1052.10","       58750135","         1469.09"
"10-Jun-2003","     1052.00","     1056.55","     1033.95","     1037.80","       76478522","         1826.53"
"11-Jun-2003","     1038.00","     1048.25","     1035.00","     1044.10","       61659164","         1560.38"
"12-Jun-2003","     1044.20","     1052.60","     1043.10","     1051.30","       58625881","         1378.88"
"13-Jun-2003","     1050.95","     1059.45","     1050.95","     1056.20","       61693409","         1561.21"
"16-Jun-2003","     1056.50","     1059.80","     1045.55","     1051.80","       56080695","         1403.10"
"17-Jun-2003","     1052.30","     1083.20","     1052.30","     1081.95","       72620597","         2063.66"
"18-Jun-2003","     1082.80","     1093.20","     1080.90","     1086.75","       82701728","         2128.61"
"19-Jun-2003","     1085.95","     1097.00","     1078.90","     1092.55","       75600994","         1886.91"
"20-Jun-2003","     1092.65","     1101.60","     1081.35","     1100.25","       70937531","         1928.95"
"23-Jun-2003","     1100.60","     1106.15","     1087.65","     1089.20","       61149315","         1558.45"
"24-Jun-2003","     1089.20","     1092.65","     1079.10","     1085.35","       61821312","         1712.98"
"25-Jun-2003","     1085.65","     1109.75","     1084.35","     1106.65","       76190759","         2008.62"
"26-Jun-2003","     1106.80","     1118.90","     1106.80","     1116.35","       92146328","         2478.78"
"27-Jun-2003","     1117.45","     1126.80","     1109.35","     1125.55","       87543575","         2224.73"
"30-Jun-2003","     1125.60","     1141.30","     1125.50","     1134.15","       67933704","         1845.65"
"01-Jul-2003","     1133.95","     1139.00","     1125.75","     1130.70","       64850149","         1679.66"
"02-Jul-2003","     1131.55","     1145.40","     1130.20","     1133.80","       73749783","         1854.80"
"03-Jul-2003","     1133.80","     1150.75","     1126.35","     1144.65","       87418530","         2622.77"
"04-Jul-2003","     1145.60","     1148.85","     1134.00","     1138.45","       57673799","         1564.60"
"07-Jul-2003","     1138.90","     1145.75","     1134.60","     1140.55","       57428401","         1491.60"
"08-Jul-2003","     1141.45","     1153.15","     1141.30","     1145.90","       68365550","         1852.24"
"09-Jul-2003","     1146.35","     1155.30","     1137.15","     1141.05","       53365632","         1408.49"
"10-Jul-2003","     1146.00","     1163.60","     1146.00","     1162.35","       74515376","         2471.90"
"11-Jul-2003","     1162.30","     1170.75","     1157.45","     1161.65","       73790385","         2146.28"
"14-Jul-2003","     1161.20","     1173.95","     1161.20","     1171.50","       69731056","         1892.58"
"15-Jul-2003","     1171.50","     1175.55","     1148.80","     1159.85","       77635571","         2023.93"
"16-Jul-2003","     1158.70","     1170.45","     1148.60","     1168.75","       67838029","         1799.89"
"17-Jul-2003","     1168.85","     1175.95","     1145.65","     1152.00","       80352181","         2189.73"
"18-Jul-2003","     1151.85","     1162.60","     1130.45","     1140.00","       77573758","         2043.30"
"21-Jul-2003","     1140.00","     1146.40","     1112.55","     1115.80","       72114632","         1971.87"
"22-Jul-2003","     1115.35","     1118.25","     1089.30","     1109.20","       80609731","         2156.06"
"23-Jul-2003","     1109.60","     1124.70","     1109.60","     1119.05","       93262817","         2269.87"
"24-Jul-2003","     1119.95","     1144.35","     1118.55","     1139.45","       92464124","         2401.35"
"25-Jul-2003","     1135.50","     1164.70","     1135.05","     1162.75","       85402139","         2314.50"
"28-Jul-2003","     1163.25","     1180.60","     1163.25","     1169.20","       82800855","         2171.55"
"29-Jul-2003","     1169.25","     1177.25","     1154.80","     1174.75","       76214167","         2048.25"
"30-Jul-2003","     1175.30","     1187.70","     1168.45","     1183.00","       82323601","         2163.43"
"31-Jul-2003","     1183.30","     1198.50","     1181.90","     1185.85","      117341864","         3179.42"
"01-Aug-2003","     1185.80","     1198.80","     1180.30","     1195.75","       86333839","         2451.81"
"04-Aug-2003","     1196.05","     1206.10","     1185.95","     1203.60","      101511770","         2211.21"
"05-Aug-2003","     1203.90","     1218.50","     1181.00","     1184.45","      108251167","         2541.30"
"06-Aug-2003","     1184.10","     1191.05","     1164.75","     1171.05","      112282482","         2751.61"
"07-Aug-2003","     1170.75","     1199.70","     1170.75","     1196.95","      112321440","         2490.18"
"08-Aug-2003","     1199.70","     1224.50","     1199.70","     1222.65","      130088954","         2666.67"
"11-Aug-2003","     1222.60","     1240.35","     1215.75","     1232.85","      154664395","         2475.54"
"12-Aug-2003","     1233.95","     1249.35","     1229.80","     1234.75","      146062165","         2521.63"
"13-Aug-2003","     1235.35","     1249.35","     1229.30","     1246.90","      127521351","         2383.97"
"14-Aug-2003","     1247.00","     1260.35","     1243.40","     1247.75","      150830207","         2339.20"
"18-Aug-2003","     1247.90","     1285.70","     1247.90","     1281.40","      214890048","         2719.40"
"19-Aug-2003","     1286.05","     1307.60","     1268.10","     1277.70","      233905141","         2763.35"
"20-Aug-2003","     1280.80","     1292.95","     1280.80","     1287.40","      179404320","         2491.63"
"21-Aug-2003","     1288.20","     1304.15","     1287.00","     1300.95","      147954336","         2541.97"
"22-Aug-2003","     1301.50","     1319.45","     1298.80","     1311.15","      174012616","         2969.23"
"25-Aug-2003","     1311.95","     1332.55","     1245.85","     1271.10","      189194819","         3514.94"
"26-Aug-2003","     1270.20","     1322.95","     1269.50","     1318.20","      203044555","         3038.54"
"27-Aug-2003","     1318.75","     1346.30","     1318.75","     1340.30","      186171921","         3023.73"
"28-Aug-2003","     1340.20","     1349.00","     1328.35","     1341.05","      147158684","         3288.23"
"29-Aug-2003","     1341.20","     1365.80","     1340.80","     1356.55","      187820071","         3538.66"
"01-Sep-2003","     1356.70","     1379.40","     1356.65","     1375.95","      120487114","         2649.57"
"02-Sep-2003","     1375.95","     1388.95","     1366.90","     1385.45","      129850160","         2985.08"
"03-Sep-2003","     1387.20","     1394.95","     1353.60","     1359.35","      169287905","         3155.04"
"04-Sep-2003","     1358.90","     1382.60","     1355.80","     1372.70","      171389654","         3796.39"
"05-Sep-2003","     1373.00","     1400.90","     1372.75","     1398.40","      139876884","         3405.35"
"08-Sep-2003","     1398.40","     1420.25","     1398.35","     1417.35","      109014271","         2796.74"
"09-Sep-2003","     1417.80","     1430.70","     1397.65","     1407.05","      132144013","         3577.07"
"10-Sep-2003","     1407.00","     1414.10","     1389.65","     1409.55","      184176199","         3062.37"
"11-Sep-2003","     1409.65","     1422.40","     1399.60","     1403.15","      154182208","         3016.06"
"12-Sep-2003","     1405.55","     1415.65","     1367.15","     1372.10","      141936153","         3001.56"
"15-Sep-2003","     1371.75","     1371.85","     1322.65","     1329.25","      144295345","         2941.55"
"16-Sep-2003","     1330.15","     1362.10","     1299.50","     1357.95","      194591088","         4080.27"
"17-Sep-2003","     1357.95","     1377.45","     1332.20","     1341.60","      165349781","         3472.04"
"18-Sep-2003","     1341.45","     1342.60","     1299.25","     1302.35","      142763465","         3159.16"
"19-Sep-2003","     1303.20","     1331.05","     1285.25","     1322.15","      152262512","         3329.80"
"22-Sep-2003","     1319.25","     1333.55","     1300.25","     1302.90","      114650274","         2477.95"
"23-Sep-2003","     1302.85","     1333.70","     1290.55","     1328.20","      118684243","         2728.06"
"24-Sep-2003","     1324.85","     1373.90","     1322.65","     1372.05","      137395795","         3286.89"
"25-Sep-2003","     1371.45","     1377.25","     1352.80","     1357.20","      196918451","         3775.70"
"26-Sep-2003","     1357.55","     1389.30","     1357.35","     1386.95","      142165715","         2936.25"
"29-Sep-2003","     1386.90","     1422.35","     1386.10","     1399.95","      139656652","         2932.04"
"30-Sep-2003","     1400.70","     1418.10","     1399.80","     1417.10","      117562513","         2872.50"
"01-Oct-2003","     1416.60","     1430.90","     1407.95","     1420.85","      118748942","         2687.26"
"03-Oct-2003","     1420.85","     1451.20","     1420.85","     1449.30","      140535297","         3245.39"
"06-Oct-2003","     1449.45","     1481.05","     1423.75","     1478.90","      145928936","         3116.42"
"07-Oct-2003","     1478.95","     1498.45","     1467.75","     1477.85","      210467958","         3762.09"
"08-Oct-2003","     1477.85","     1493.05","     1460.60","     1478.60","      147781840","         3236.05"
"09-Oct-2003","     1487.85","     1505.05","     1478.40","     1502.10","      117870572","         2988.91"
"10-Oct-2003","     1507.10","     1527.25","     1505.10","     1523.10","      152851144","         3878.61"
"13-Oct-2003","     1523.35","     1550.90","     1516.05","     1546.75","      132233265","         3385.63"
"14-Oct-2003","     1548.70","     1562.85","     1513.75","     1520.80","      182174604","         4163.01"
"15-Oct-2003","     1521.45","     1543.85","     1503.00","     1537.00","      152159445","         3788.59"
"16-Oct-2003","     1537.30","     1563.40","     1537.30","     1555.70","      162780171","         4305.52"
"17-Oct-2003","     1565.20","     1574.10","     1552.15","     1569.45","      200565508","         4341.95"
"20-Oct-2003","     1569.70","     1574.10","     1536.50","     1542.70","      167970501","         3565.16"
"21-Oct-2003","     1546.20","     1549.65","     1496.95","     1506.50","      196133297","         4336.88"
"22-Oct-2003","     1506.75","     1522.65","     1483.00","     1494.10","      152764083","         3715.32"
"23-Oct-2003","     1494.75","     1503.00","     1466.25","     1470.45","      133913651","         3465.59"
"24-Oct-2003","     1485.80","     1512.55","     1434.75","     1506.05","      150857549","         3885.74"
"25-Oct-2003","     1506.05","     1533.05","     1506.05","     1521.95","       43192470","          931.76"
"27-Oct-2003","     1522.05","     1524.05","     1482.00","     1485.30","      135062137","         3067.34"
"28-Oct-2003","     1485.45","     1500.80","     1471.30","     1481.75","      138887809","         3705.95"
"29-Oct-2003","     1481.30","     1501.70","     1477.10","     1498.45","      134071278","         3415.49"
"30-Oct-2003","     1499.25","     1524.25","     1495.80","     1516.85","      202265871","         4455.25"
"31-Oct-2003","     1517.10","     1559.75","     1515.55","     1555.90","      154475544","         3908.81"
"03-Nov-2003","     1556.50","     1605.60","     1556.50","     1601.65","      151954886","         4375.47"
"04-Nov-2003","     1601.30","     1626.40","     1601.30","     1618.70","      205241333","         5100.61"
"05-Nov-2003","     1618.70","     1627.60","     1592.55","     1609.15","      151581079","         4212.11"
"06-Nov-2003","     1610.55","     1630.25","     1605.40","     1612.20","      174022088","         4036.51"
"07-Nov-2003","     1612.10","     1624.50","     1585.35","     1592.05","      138361140","         3112.46"
"10-Nov-2003","     1603.55","     1603.65","     1568.10","     1594.50","       62348347","         1742.77"
"11-Nov-2003","     1594.50","     1608.85","     1590.95","     1601.15","      108535273","         2970.77"
"12-Nov-2003","     1601.30","     1617.75","     1598.00","     1603.80","      107391704","         3089.25"
"13-Nov-2003","     1610.40","     1616.15","     1573.60","     1579.95","      108845195","         3184.99"
"14-Nov-2003","     1577.20","     1580.30","     1544.75","     1550.45","      109485525","         2999.87"
"15-Nov-2003","     1549.65","     1571.30","     1542.00","     1562.80","       37842102","          872.81"
"17-Nov-2003","     1563.10","     1584.75","     1554.40","     1579.90","       89944517","         2487.51"
"18-Nov-2003","     1579.15","     1591.25","     1557.20","     1564.40","      106234569","         2962.55"
"19-Nov-2003","     1563.95","     1564.00","     1534.35","     1540.60","      110695451","         3323.89"
"20-Nov-2003","     1542.85","     1558.15","     1517.90","     1522.30","      112465566","         2901.75"
"21-Nov-2003","     1520.40","     1547.00","     1509.15","     1540.70","      112861081","         3122.51"
"24-Nov-2003","     1541.35","     1554.05","     1536.50","     1543.90","      116684453","         2698.20"
"25-Nov-2003","     1543.95","     1572.05","     1543.95","     1568.65","       95578818","         2807.92"
"27-Nov-2003","     1568.85","     1602.60","     1568.70","     1598.35","      113548508","         3712.09"
"28-Nov-2003","     1598.55","     1618.95","     1598.55","     1615.25","       99391295","         2862.56"
"01-Dec-2003","     1615.85","     1660.55","     1615.70","     1657.65","      110444045","         3091.43"
"02-Dec-2003","     1657.65","     1671.85","     1639.65","     1658.50","      117862704","         3513.18"
"03-Dec-2003","     1660.70","     1676.20","     1655.90","     1670.50","       97016649","         3056.36"
"04-Dec-2003","     1670.65","     1683.75","     1656.10","     1675.20","      103573662","         3315.14"
"05-Dec-2003","     1675.50","     1688.25","     1642.05","     1645.80","      100930848","         2994.09"
"08-Dec-2003","     1644.85","     1654.35","     1631.85","     1646.25","       95772821","         2975.21"
"09-Dec-2003","     1646.40","     1677.90","     1646.40","     1675.85","       82349571","         2463.83"
"10-Dec-2003","     1675.75","     1697.30","     1672.65","     1686.90","      102329931","         3109.80"
"11-Dec-2003","     1688.35","     1701.70","     1678.35","     1695.40","       85832630","         2755.01"
"12-Dec-2003","     1695.80","     1705.95","     1686.45","     1698.90","       95310528","         2800.09"
"15-Dec-2003","     1699.70","     1728.00","     1699.70","     1723.95","       99575076","         2654.90"
"16-Dec-2003","     1723.90","     1740.30","     1711.30","     1736.25","      105562816","         3445.60"
"17-Dec-2003","     1736.35","     1746.20","     1725.40","     1733.25","      101347785","         2944.41"
"18-Dec-2003","     1733.20","     1759.00","     1725.85","     1756.10","      114569624","         3227.49"
"19-Dec-2003","     1757.00","     1783.70","     1755.40","     1778.55","      140662197","         3602.88"
"22-Dec-2003","     1778.85","     1794.30","     1778.40","     1789.15","       93942619","         2719.20"
"23-Dec-2003","     1789.10","     1800.90","     1751.05","     1780.30","       85978089","         2749.22"
"24-Dec-2003","     1788.45","     1815.60","     1780.30","     1808.70","      134998248","         3223.77"
"26-Dec-2003","     1804.70","     1840.35","     1804.70","     1837.05","      114224183","         2610.62"
"29-Dec-2003","     1838.05","     1876.00","     1837.65","     1874.05","       98547463","         2703.60"
"30-Dec-2003","     1878.90","     1914.40","     1858.55","     1873.25","      149042440","         3983.29"
"31-Dec-2003","     1868.90","     1895.65","     1852.50","     1879.75","      114764846","         3497.25"
