"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"02-Jun-2006","     2961.50","     3099.35","     2940.20","     3091.35","      106179408","         4324.06"
"05-Jun-2006","     3092.60","     3125.40","     3006.40","     3016.65","       88204812","         4034.23"
"06-Jun-2006","     3015.05","     3015.05","     2910.30","     2937.30","       98819077","         4198.29"
"07-Jun-2006","     2935.25","     2956.90","     2819.45","     2860.45","      122677884","         4954.39"
"08-Jun-2006","     2856.90","     2859.40","     2683.20","     2724.35","      133611695","         5155.37"
"09-Jun-2006","     2721.20","     2875.75","     2707.85","     2866.30","      101500861","         4255.42"
"12-Jun-2006","     2867.65","     2877.80","     2761.85","     2776.85","       78190250","         3359.69"
"13-Jun-2006","     2773.60","     2773.60","     2638.10","     2663.30","       85457365","         3459.33"
"14-Jun-2006","     2665.05","     2767.75","     2595.65","     2632.80","       98860315","         4513.90"
"15-Jun-2006","     2634.10","     2814.15","     2634.10","     2798.80","       88836911","         3820.20"
"16-Jun-2006","     2799.85","     2960.15","     2799.85","     2890.35","      117621143","         5258.32"
"19-Jun-2006","     2892.00","     2932.90","     2846.50","     2916.90","       75179603","         3186.42"
"20-Jun-2006","     2919.00","     2919.00","     2837.45","     2861.30","       85067878","         3342.93"
"21-Jun-2006","     2861.40","     2930.80","     2836.40","     2923.45","       81725635","         3417.00"
"22-Jun-2006","     2923.75","     3017.65","     2923.75","     2994.75","       81030379","         3567.00"
"23-Jun-2006","     2993.55","     3063.20","     2920.20","     3042.70","       86904356","         3615.07"
"25-Jun-2006","     3043.15","     3083.00","     3035.95","     3050.30","       12073961","          433.29"
"26-Jun-2006","     3051.80","     3059.85","     2928.00","     2943.20","       87442622","         3613.02"
"27-Jun-2006","     2943.60","     3004.15","     2899.25","     2982.45","      116745741","         5252.39"
"28-Jun-2006","     2982.20","     3003.65","     2909.60","     2981.10","       84897439","         3840.16"
"29-Jun-2006","     2982.90","     3049.25","     2982.90","     2997.90","      110790760","         5017.76"
"30-Jun-2006","     2993.50","     3134.15","     2993.50","     3128.20","       98679172","         4453.99"
"03-Jul-2006","     3128.75","     3160.35","     3114.85","     3150.95","       66603275","         3157.85"
"04-Jul-2006","     3151.05","     3177.40","     3130.30","     3138.65","       66682150","         3147.66"
"05-Jul-2006","     3136.95","     3201.20","     3121.80","     3197.10","       90419711","         4195.99"
"06-Jul-2006","     3197.50","     3197.50","     3138.40","     3156.40","       74893378","         3524.77"
"07-Jul-2006","     3157.95","     3193.10","     3056.30","     3075.85","       90060282","         4068.60"
"10-Jul-2006","     3077.10","     3147.70","     3064.10","     3142.00","       65284375","         2980.45"
"11-Jul-2006","     3145.30","     3146.00","     3100.40","     3116.15","       66336970","         3096.43"
"12-Jul-2006","     3124.95","     3201.35","     3078.25","     3195.90","       93623050","         5499.45"
"13-Jul-2006","     3196.30","     3208.85","     3148.95","     3169.30","       81620172","         3475.59"
"14-Jul-2006","     3166.25","     3166.25","     3089.55","     3123.35","       61512609","         3055.66"
"17-Jul-2006","     3123.65","     3125.10","     2999.35","     3007.55","       60049023","         2953.60"
"18-Jul-2006","     3007.15","     3038.25","     2967.95","     2993.65","       70494264","         3522.91"
"19-Jul-2006","     2995.85","     3045.35","     2919.95","     2932.75","       79085652","         3948.34"
"20-Jul-2006","     2943.65","     3041.25","     2943.65","     3023.05","       77712999","         3686.36"
"21-Jul-2006","     3025.10","     3029.10","     2930.15","     2945.00","       74876151","         3454.86"
"24-Jul-2006","     2944.90","     2996.65","     2878.25","     2985.85","       78139891","         3721.14"
"25-Jul-2006","     2989.50","     3046.95","     2987.15","     3040.50","       70646865","         3378.75"
"26-Jul-2006","     3040.45","     3121.40","     3022.70","     3110.15","       77137663","         3749.48"
"27-Jul-2006","     3109.85","     3167.10","     3109.85","     3156.15","      106694441","         5295.10"
"28-Jul-2006","     3158.00","     3168.50","     3109.45","     3130.80","       81278521","         3571.94"
"31-Jul-2006","     3131.35","     3179.70","     3110.60","     3143.20","       61675413","         3130.17"
"01-Aug-2006","     3128.20","     3154.70","     3113.60","     3147.80","       57028169","         2790.09"
"02-Aug-2006","     3129.45","     3187.85","     3127.90","     3182.10","       55484351","         2628.88"
"03-Aug-2006","     3182.55","     3234.25","     3175.15","     3190.00","       69084722","         3556.26"
"04-Aug-2006","     3189.70","     3228.15","     3161.80","     3176.75","       69528047","         3282.36"
"07-Aug-2006","     3176.70","     3178.50","     3142.55","     3151.10","       50260661","         2482.52"
"08-Aug-2006","     3151.55","     3216.75","     3151.55","     3212.40","       52271647","         2334.30"
"09-Aug-2006","     3211.55","     3267.20","     3187.85","     3254.60","       71781978","         3410.66"
"10-Aug-2006","     3254.60","     3274.75","     3229.45","     3260.10","       59287718","         2795.74"
"11-Aug-2006","     3260.05","     3286.50","     3236.95","     3274.35","       63497173","         3339.55"
"14-Aug-2006","     3274.95","     3317.80","     3269.15","     3313.10","       51600194","         2309.79"
"16-Aug-2006","     3314.75","     3377.10","     3314.75","     3356.05","       69199131","         3288.12"
"17-Aug-2006","     3359.70","     3385.15","     3328.60","     3353.90","       72570406","         3678.42"
"18-Aug-2006","     3354.50","     3366.25","     3332.20","     3356.75","       57031969","         2744.70"
"21-Aug-2006","     3356.80","     3374.90","     3332.90","     3366.00","       48935056","         2623.86"
"22-Aug-2006","     3369.60","     3398.35","     3351.50","     3364.60","       58614547","         2780.25"
"23-Aug-2006","     3363.60","     3369.65","     3325.10","     3335.80","       52060467","         2595.68"
"24-Aug-2006","     3336.65","     3379.55","     3304.85","     3370.40","       70794902","         3625.17"
"25-Aug-2006","     3368.55","     3402.70","     3368.55","     3385.95","       68458051","         3290.78"
"28-Aug-2006","     3386.00","     3405.30","     3377.75","     3401.10","       46753742","         2051.97"
"29-Aug-2006","     3405.05","     3434.95","     3396.10","     3425.70","       60674227","         2935.97"
"30-Aug-2006","     3425.80","     3440.20","     3407.75","     3430.35","       61671400","         2963.16"
"31-Aug-2006","     3404.50","     3452.30","     3403.65","     3413.90","       98616609","         4581.17"
"01-Sep-2006","     3414.00","     3439.50","     3402.90","     3435.45","       71355586","         3118.13"
"04-Sep-2006","     3435.55","     3483.10","     3435.55","     3476.85","       55794558","         2672.11"
"05-Sep-2006","     3471.40","     3488.60","     3457.90","     3473.75","       49637615","         2330.87"
"06-Sep-2006","     3474.40","     3490.70","     3465.80","     3477.25","       64632141","         3020.81"
"07-Sep-2006","     3477.15","     3478.85","     3438.80","     3454.55","       61695576","         3097.76"
"08-Sep-2006","     3454.65","     3477.95","     3442.85","     3471.45","       75299798","         3823.16"
"11-Sep-2006","     3470.35","     3486.65","     3351.30","     3366.15","       78022331","         3948.22"
"12-Sep-2006","     3363.30","     3395.05","     3328.45","     3389.90","       80287997","         3899.77"
"13-Sep-2006","     3389.85","     3470.65","     3389.80","     3454.55","       71103462","         3702.22"
"14-Sep-2006","     3454.60","     3484.00","     3454.60","     3471.60","       88081056","         4891.78"
"15-Sep-2006","     3471.65","     3487.45","     3434.55","     3478.60","       71320369","         3491.83"
"18-Sep-2006","     3478.65","     3506.20","     3478.40","     3492.75","       60726317","         2990.54"
"19-Sep-2006","     3493.50","     3514.95","     3438.80","     3457.35","       69738853","         3565.22"
"20-Sep-2006","     3457.85","     3509.85","     3419.75","     3502.80","       62440086","         3133.57"
"21-Sep-2006","     3506.70","     3556.35","     3506.70","     3553.05","       65971047","         3470.59"
"22-Sep-2006","     3554.05","     3562.45","     3525.40","     3544.05","       60146361","         3402.22"
"25-Sep-2006","     3545.10","     3568.65","     3514.85","     3523.45","       59718564","         2973.40"
"26-Sep-2006","     3523.70","     3576.75","     3517.15","     3571.75","       67280328","         3513.92"
"27-Sep-2006","     3571.75","     3603.70","     3568.40","     3579.30","       65272270","         3388.77"
"28-Sep-2006","     3579.95","     3589.30","     3560.75","     3571.75","       82845862","         4431.10"
"29-Sep-2006","     3572.15","     3599.80","     3564.70","     3588.40","       71280518","         3291.25"
"03-Oct-2006","     3588.95","     3606.20","     3561.70","     3569.60","       55658446","         2746.91"
"04-Oct-2006","     3570.95","     3580.05","     3508.65","     3515.35","       68278198","         3819.03"
"05-Oct-2006","     3515.60","     3574.95","     3515.60","     3564.90","       74898110","         3523.08"
"06-Oct-2006","     3565.45","     3583.75","     3560.90","     3569.70","       83455201","         3254.23"
"09-Oct-2006","     3570.05","     3585.35","     3540.45","     3567.15","       52281974","         2351.09"
"10-Oct-2006","     3567.45","     3597.20","     3563.10","     3571.05","       61272629","         2759.20"
"11-Oct-2006","     3581.55","     3614.50","     3544.25","     3558.55","       64789296","         3439.29"
"12-Oct-2006","     3562.55","     3626.80","     3545.95","     3621.05","       67079130","         3436.45"
"13-Oct-2006","     3621.65","     3682.35","     3621.65","     3676.05","       77576341","         4180.34"
"16-Oct-2006","     3668.90","     3729.70","     3668.90","     3723.95","       74544319","         4114.25"
"17-Oct-2006","     3726.40","     3742.50","     3691.35","     3715.00","       72710899","         3601.25"
"18-Oct-2006","     3715.20","     3727.00","     3701.30","     3710.65","       98341144","         4457.77"
"19-Oct-2006","     3711.10","     3726.95","     3655.05","     3677.80","       87373113","         3801.97"
"20-Oct-2006","     3678.75","     3714.25","     3665.50","     3676.85","       71910699","         3349.30"
"21-Oct-2006","     3680.85","     3708.40","     3662.85","     3683.50","       10531676","          507.73"
"23-Oct-2006","     3683.40","     3690.85","     3651.20","     3657.30","       45483007","         2204.29"
"26-Oct-2006","     3656.20","     3686.85","     3651.20","     3677.55","       97769504","         4879.43"
"27-Oct-2006","     3676.85","     3747.35","     3674.80","     3739.35","       81362792","         4114.12"
"30-Oct-2006","     3739.35","     3776.05","     3719.45","     3769.10","       85610530","         4741.70"
"31-Oct-2006","     3770.50","     3782.85","     3726.75","     3744.10","       87732761","         4104.67"
"01-Nov-2006","     3744.10","     3777.70","     3737.00","     3767.05","       70546138","         3544.68"
"02-Nov-2006","     3769.40","     3805.50","     3761.90","     3791.20","       57711779","         3121.02"
"03-Nov-2006","     3793.05","     3809.65","     3771.00","     3805.35","       61269479","         3313.66"
"06-Nov-2006","     3804.75","     3822.40","     3798.25","     3809.25","       68853934","         3137.47"
"07-Nov-2006","     3812.15","     3840.45","     3789.40","     3798.75","       72012582","         3596.23"
"08-Nov-2006","     3799.20","     3809.95","     3737.20","     3777.30","       81509881","         4427.67"
"09-Nov-2006","     3777.80","     3808.20","     3769.80","     3796.40","       71619806","         3934.11"
"10-Nov-2006","     3796.05","     3842.40","     3785.40","     3834.75","       70384022","         3936.21"
"13-Nov-2006","     3834.80","     3862.05","     3834.00","     3858.75","       56173959","         2739.11"
"14-Nov-2006","     3862.00","     3883.00","     3850.75","     3865.90","       68081114","         3651.51"
"15-Nov-2006","     3865.95","     3888.80","     3838.25","     3876.30","       69066795","         3511.53"
"16-Nov-2006","     3876.40","     3900.40","     3863.85","     3876.85","       81514258","         4686.36"
"17-Nov-2006","     3877.00","     3891.85","     3835.70","     3852.80","       77876260","         4194.93"
"20-Nov-2006","     3852.65","     3866.95","     3794.30","     3856.15","       84182263","         4952.26"
"21-Nov-2006","     3859.50","     3921.70","     3856.75","     3918.25","       67180630","         3907.31"
"22-Nov-2006","     3918.30","     3960.00","     3909.60","     3954.75","       87853870","         5284.69"
"23-Nov-2006","     3955.30","     3976.80","     3933.70","     3945.45","       64562640","         4000.52"
"24-Nov-2006","     3945.45","     3965.80","     3935.30","     3950.85","       68029182","         3633.78"
"27-Nov-2006","     3974.95","     3974.95","     3948.85","     3968.90","       56622181","         3350.70"
"28-Nov-2006","     3966.00","     3966.00","     3911.55","     3921.75","       59759241","         3564.33"
"29-Nov-2006","     3922.50","     3952.40","     3920.00","     3928.20","       59745228","         3170.71"
"30-Nov-2006","     3929.40","     3973.00","     3929.40","     3954.50","       99230654","         5200.26"
"01-Dec-2006","     3955.70","     4001.30","     3953.95","     3997.60","       58708116","         3309.49"
"04-Dec-2006","     4002.40","     4015.25","     3991.55","     4001.00","       54018198","         3426.05"
"05-Dec-2006","     4001.25","     4033.20","     4001.25","     4015.75","       65921607","         3669.10"
"06-Dec-2006","     4016.00","     4036.20","     3982.50","     4015.95","       65477220","         3637.13"
"07-Dec-2006","     4015.00","     4027.70","     4001.40","     4015.35","       52637334","         3396.24"
"08-Dec-2006","     4015.75","     4046.85","     3948.70","     3962.00","       53674764","         3113.85"
"11-Dec-2006","     3961.90","     3965.05","     3798.30","     3849.50","       79520623","         4688.29"
"12-Dec-2006","     3849.10","     3861.25","     3661.60","     3716.90","      105472463","         5958.99"
"13-Dec-2006","     3716.75","     3777.60","     3657.65","     3765.20","       93071516","         5185.84"
"14-Dec-2006","     3765.70","     3855.05","     3763.50","     3843.05","       72361721","         3750.19"
"15-Dec-2006","     3849.60","     3908.45","     3845.45","     3888.65","       91020399","         4491.99"
"18-Dec-2006","     3888.20","     3934.00","     3828.15","     3928.75","       72483576","         4122.31"
"19-Dec-2006","     3928.85","     3931.90","     3783.45","     3832.00","       75208480","         4700.27"
"20-Dec-2006","     3832.15","     3886.10","     3787.55","     3815.55","       81933913","         4707.85"
"21-Dec-2006","     3814.75","     3851.20","     3768.80","     3833.50","       57300356","         3118.95"
"22-Dec-2006","     3834.90","     3880.15","     3823.40","     3871.15","       51348663","         2468.08"
"26-Dec-2006","     3871.30","     3946.10","     3870.45","     3940.50","       45448366","         2356.62"
"27-Dec-2006","     3942.75","     3986.75","     3937.70","     3974.25","       54698735","         2965.96"
"28-Dec-2006","     3974.20","     3997.35","     3961.95","     3970.55","       82886489","         4414.78"
"29-Dec-2006","     3971.65","     3991.60","     3960.45","     3966.40","       46461571","         2383.73"
